repo,styles,start_dt,end_dt,within_changes
MackHartley__RoundedProgressBar,Emu_Community,2021-03-25T17:43:27-05:00,2025-08-10T23:59:59+00:00,0
maksim-m__Popular-Movies-App,Emu_Custom,2016-04-10T00:26:51+02:00,2025-08-10T23:59:59+00:00,0
mapbox__store-locator-android,ThirdParty,2017-10-10T14:28:45-07:00,2025-08-10T23:59:59+00:00,0
MarcinMoskala__PreferenceHolder,Emu_Custom,2017-02-14T09:23:26+01:00,2025-08-10T23:59:59+00:00,0
massivedisaster__ADAL,Emu_Custom,2017-05-22T19:36:58+01:00,2025-08-10T23:59:59+00:00,0
mathisdt__trackworktime,Emu_Community,2022-09-04T21:27:02+02:00,2025-08-10T23:59:59+00:00,0
maxkeppeler__sheets-compose-dialogs,Emu_Community,2022-10-23T10:49:21+02:00,2025-08-10T23:59:59+00:00,0
maxpower47__PinDroid,Emu_Custom,2016-04-29T23:32:02+03:00,2025-08-10T23:59:59+00:00,0
medic__cht-gateway,Emu_Custom,2016-04-21T17:04:25+02:00,2021-12-07T10:02:21+01:00,0
medic__cht-gateway,Emu_Community,2021-12-07T10:02:21+01:00,2025-08-10T23:59:59+00:00,0
MichaelEvans__Aftermath,Emu_Custom,2015-07-30T22:45:34-04:00,2025-08-10T23:59:59+00:00,0
michaeltroger__pdfwallet-android,Emu_Community,2023-04-27T07:48:21+02:00,2025-08-10T23:59:59+00:00,0
michelelacorte__AndroidAppShortcuts,Emu_Custom,2017-01-23T16:50:06+01:00,2025-08-10T23:59:59+00:00,0
microservicer__flutter-pipelines,Emu_Community,2023-08-04T16:26:08+02:00,2025-08-10T23:59:59+00:00,0
miguelhincapie__CustomBottomSheetBehavior,Emu_Custom,2018-04-04T13:48:20-05:00,2025-08-10T23:59:59+00:00,0
MikeOrtiz__TouchImageView,Emu_Custom,2018-09-26T22:04:48+02:00,2020-03-01T09:35:43+01:00,0
MikeOrtiz__TouchImageView,Emu_Community,2020-03-01T09:35:43+01:00,2025-08-10T23:59:59+00:00,0
MiSikora__laboratory,Emu_Community,2020-10-14T19:33:45+02:00,2025-08-10T23:59:59+00:00,0
mjaakko__NeoStumbler,Emu_Community,2024-09-01T21:29:15+03:00,2025-08-10T23:59:59+00:00,0
mlcommons__mobile_app_open,ThirdParty,2021-11-19T09:23:20+07:00,2025-08-10T23:59:59+00:00,0
moezbhatti__qksms,Emu_Custom,2018-01-05T22:16:09-05:00,2025-08-10T23:59:59+00:00,0
MostafaGazar__soas,Emu_Custom,2014-12-29T23:40:46+02:00,2025-08-10T23:59:59+00:00,0
mshdabiola__NotePad,Emu_Community,2023-01-22T16:00:56+01:00,2025-08-10T23:59:59+00:00,0
n8ebel__GitHubActionsAutomationSandbox,Emu_Community,2020-09-24T04:15:39-07:00,2025-08-10T23:59:59+00:00,0
Nailik__rhasspy_mobile,Emu_Community,2022-06-06T17:46:41+02:00,2025-08-10T23:59:59+00:00,0
nanihadesuka__NovelDokusha,Emu_Community,2024-04-12T20:45:54+02:00,2025-08-10T23:59:59+00:00,0
natario1__GIFCompressor,Emu_Community,2019-12-23T13:03:22+01:00,2025-08-10T23:59:59+00:00,0
natsuk4ze__gal,Emu_Community,2023-06-11T19:12:29+09:00,2025-07-20T00:28:32+09:00,0
natsuk4ze__gal,Emu_Custom,2025-07-20T00:28:32+09:00,2025-07-20T12:19:40+09:00,0
natsuk4ze__gal,Emu_Community,2025-07-20T12:19:40+09:00,2025-07-20T04:26:04+00:00,0
natsuk4ze__gal,Emu_Custom,2025-07-20T04:26:04+00:00,2025-07-20T13:27:28+09:00,0
natsuk4ze__gal,Emu_Community,2025-07-20T13:27:28+09:00,2025-07-20T04:46:47+00:00,0
natsuk4ze__gal,Emu_Custom,2025-07-20T04:46:47+00:00,2025-07-20T14:03:47+09:00,0
natsuk4ze__gal,Emu_Community,2025-07-20T14:03:47+09:00,2025-07-20T07:06:47+00:00,0
natsuk4ze__gal,Emu_Custom,2025-07-20T07:06:47+00:00,2025-07-20T19:08:29+09:00,0
natsuk4ze__gal,Emu_Community,2025-07-20T19:08:29+09:00,2025-07-20T19:51:16+09:00,0
natsuk4ze__gal,Emu_Custom,2025-07-20T19:51:16+09:00,2025-07-20T22:22:04+09:00,0
natsuk4ze__gal,Emu_Community,2025-07-20T22:22:04+09:00,2025-08-10T23:59:59+00:00,0
nextcloud__android,Emu_Custom,2014-01-21T17:16:57+01:00,2020-11-18T09:57:01+01:00,0
nextcloud__android,Emu_Community,2020-11-18T09:57:01+01:00,2023-10-17T08:50:19+02:00,1
nextcloud__android,Emu_Custom,2023-10-17T08:50:19+02:00,2023-10-18T03:40:19+02:00,0
nextcloud__android,Emu_Community,2023-10-18T03:40:19+02:00,2025-08-10T23:59:59+00:00,0
nhirokinet__bluelineconsole,Emu_Community,2021-10-20T03:17:54+09:00,2025-08-10T23:59:59+00:00,0
NiciDieNase__chaosflix,Emu_Custom,2017-03-25T22:13:39+01:00,2025-08-10T23:59:59+00:00,0
nightscout__AndroidAPS,Emu_Community,2023-10-14T23:27:56+02:00,2024-01-22T12:06:00+01:00,0
nightscout__AndroidAPS,Emu_Custom,2024-01-22T12:06:00+01:00,2024-03-11T21:13:31+01:00,0
nightscout__AndroidAPS,Emu_Community,2024-03-11T21:13:31+01:00,2024-03-11T21:41:08+01:00,0
nightscout__AndroidAPS,Emu_Custom,2024-03-11T21:41:08+01:00,2025-08-10T23:59:59+00:00,0
nkuppan__expensemanager,GMD,2022-09-15T21:01:28+05:30,2023-11-16T02:06:15+01:00,0
nkuppan__expensemanager,Emu_Community+GMD,2023-11-16T02:06:15+01:00,2023-11-16T21:44:09+01:00,0
nkuppan__expensemanager,GMD,2023-11-16T21:44:09+01:00,2025-08-10T23:59:59+00:00,0
nschnettler__Compose-Scrobbler,Emu_Community,2020-07-26T15:57:08+02:00,2025-08-10T23:59:59+00:00,0
nukc__LoadMoreWrapper,Emu_Custom,2017-02-10T11:09:02+08:00,2025-08-10T23:59:59+00:00,0
nukc__StateView,Emu_Custom,2017-02-10T09:45:04+08:00,2025-08-10T23:59:59+00:00,0
NUmeroAndDev__MaterialGallery-android,Emu_Community,2022-06-18T17:51:05+09:00,2023-06-16T10:07:45+09:00,0
NUmeroAndDev__MaterialGallery-android,GMD,2023-06-16T10:07:45+09:00,2025-08-10T23:59:59+00:00,0
okanaydin__Android-Compose-Challenge,Emu_Community,2021-02-25T22:32:59+03:00,2025-08-10T23:59:59+00:00,0
OlauncherCF__OlauncherCF,Emu_Community,2022-12-26T09:37:29+01:00,2025-08-10T23:59:59+00:00,0
OneBusAway__onebusaway-android,Emu_Custom,2014-05-27T13:14:25-04:00,2021-06-16T14:46:52-04:00,0
OneBusAway__onebusaway-android,Emu_Community,2021-06-16T14:46:52-04:00,2025-08-10T23:59:59+00:00,0
ooni__probe-android,Emu_Custom,2019-01-08T17:22:48+13:00,2020-09-11T14:25:09+02:00,0
ooni__probe-android,Emu_Community,2020-09-11T14:25:09+02:00,2025-08-10T23:59:59+00:00,0
opendocument-app__OpenDocument.droid,Emu_Community,2020-12-06T11:57:37+01:00,2025-08-10T23:59:59+00:00,0
openhab__openhab-android,Emu_Custom,2018-01-05T14:13:59+01:00,2025-05-05T18:16:16+02:00,0
openhab__openhab-android,Emu_Community,2025-05-05T18:16:16+02:00,2025-08-10T23:59:59+00:00,0
openintents__shoppinglist,Emu_Custom,2014-06-16T13:25:16+02:00,2025-08-10T23:59:59+00:00,0
openthread__ot-commissioner,Emu_Community,2020-12-07T10:14:17-08:00,2025-08-10T23:59:59+00:00,0
OpenTracksApp__OpenTracks,Emu_Custom,2019-10-28T23:25:07+01:00,2020-02-03T23:27:19+01:00,0
OpenTracksApp__OpenTracks,Emu_Community,2020-02-03T23:27:19+01:00,2025-08-10T23:59:59+00:00,0
OpnTec__bodyapps-android,Emu_Custom,2014-06-23T01:04:23+05:30,2025-08-10T23:59:59+00:00,0
orgzly-revived__orgzly-android-revived,Emu_Community,2024-04-11T18:07:29+02:00,2025-08-10T23:59:59+00:00,0
owntracks__android,Emu_Community,2020-05-25T18:44:08+01:00,2024-02-13T12:57:01+00:00,0
owntracks__android,Emu_Community+GMD,2024-02-13T12:57:01+00:00,2025-08-10T23:59:59+00:00,0
oxygen-updater__oxygen-updater,Emu_Community,2024-02-17T17:18:08+05:30,2025-08-10T23:59:59+00:00,0
pachli__pachli-android,Emu_Community,2025-02-02T21:29:27+01:00,2025-08-10T23:59:59+00:00,0
passsy__spot,Emu_Community,2025-05-06T16:19:27+02:00,2025-08-10T23:59:59+00:00,0
PatilShreyas__NotyKT,Emu_Community,2025-06-14T23:49:45+05:30,2025-08-10T23:59:59+00:00,0
pauloaapereira__AndroidDevChallenge_Week4_JetWeatherfy,Emu_Community,2021-03-17T14:24:10+00:00,2025-08-10T23:59:59+00:00,0
persian-calendar__persian-calendar,Emu_Community,2021-05-11T01:35:24+04:30,2025-08-10T23:59:59+00:00,0
Piasy__YaMvp,Emu_Custom,2016-09-20T00:09:21+08:00,2025-08-10T23:59:59+00:00,0
pilgr__Paper,Emu_Custom,2015-07-03T20:56:57+03:00,2025-08-10T23:59:59+00:00,0
posm__OpenMapKitAndroid,Emu_Custom,2016-08-10T14:46:45+03:00,2025-08-10T23:59:59+00:00,0
prisma__react-native-prisma,Emu_Community,2024-04-30T11:21:03+02:00,2025-08-10T23:59:59+00:00,0
privacybydesign__irmamobile,ThirdParty,2022-08-05T14:42:13+02:00,2025-08-10T23:59:59+00:00,0
promeG__TinyPinyin,Emu_Custom,2017-02-05T11:13:44+08:00,2025-08-10T23:59:59+00:00,0
PRosenb__AdbClipboard,Emu_Custom,2018-02-19T15:30:16+11:00,2025-08-10T23:59:59+00:00,0
PureWriter__ToastCompat,Emu_Custom,2017-12-08T21:37:10+08:00,2025-08-10T23:59:59+00:00,0
rafsanjani__datepickertimeline,Emu_Community,2021-11-22T19:04:39+00:00,2025-08-10T23:59:59+00:00,0
ragunathjawahar__android-saripaar,Emu_Custom,2015-03-01T21:18:37+05:30,2025-08-10T23:59:59+00:00,0
Rajawali__Rajawali,Emu_Custom,2016-08-27T20:21:29-07:00,2019-01-13T11:54:19-05:00,0
Rajawali__Rajawali,ThirdParty,2019-01-13T11:54:19-05:00,2020-03-03T08:31:46+01:00,0
Rajawali__Rajawali,Emu_Community+ThirdParty,2020-03-03T08:31:46+01:00,2021-02-02T14:51:26+00:00,0
Rajawali__Rajawali,ThirdParty,2021-02-02T14:51:26+00:00,2021-02-02T11:26:08-06:00,1
Rajawali__Rajawali,Emu_Community+ThirdParty,2021-02-02T11:26:08-06:00,2025-08-10T23:59:59+00:00,0
RBusarow__Tangle,Emu_Community,2021-08-31T18:42:32+00:00,2025-08-10T23:59:59+00:00,0
ReactiveCircus__streamlined,Emu_Community,2020-03-30T22:46:44+11:00,2025-08-10T23:59:59+00:00,0
readrops__Readrops,Emu_Custom,2020-03-20T22:36:52+01:00,2020-03-22T17:58:09+01:00,0
readrops__Readrops,Emu_Community,2020-03-22T17:58:09+01:00,2020-03-22T18:21:33+01:00,0
readrops__Readrops,Emu_Custom,2020-03-22T18:21:33+01:00,2020-03-22T18:22:37+01:00,0
readrops__Readrops,Emu_Community,2020-03-22T18:22:37+01:00,2025-08-10T23:59:59+00:00,0
realm__realm-kotlin,Emu_Custom,2020-09-23T15:45:37+02:00,2022-08-22T18:11:58+02:00,0
realm__realm-kotlin,Emu_Community,2022-08-22T18:11:58+02:00,2025-08-10T23:59:59+00:00,0
Redgram__redgram-for-reddit,Emu_Custom,2016-04-11T22:28:56-04:00,2025-08-10T23:59:59+00:00,0
RedMadRobot__PINkman,Emu_Custom,2020-06-24T19:33:05+03:00,2020-07-08T13:08:47+03:00,0
RedMadRobot__PINkman,Emu_Community,2020-07-08T13:08:47+03:00,2025-08-10T23:59:59+00:00,0
rejasupotaro__Rebuild,Emu_Custom,2014-02-03T23:16:49+09:00,2025-08-10T23:59:59+00:00,0
renyuneyun__Easer,Emu_Custom,2017-10-27T12:52:44+01:00,2022-05-01T00:14:48+01:00,0
renyuneyun__Easer,Emu_Community,2022-05-01T00:14:48+01:00,2025-08-10T23:59:59+00:00,0
requery__requery,Emu_Custom,2016-02-20T21:37:45-08:00,2025-08-10T23:59:59+00:00,0
riggaroo__adopt-me-compose,Emu_Community,2021-02-27T14:14:40+02:00,2025-08-10T23:59:59+00:00,0
riggaroo__AndroidDatabaseUpgrades,Emu_Custom,2015-12-29T14:07:45+02:00,2025-08-10T23:59:59+00:00,0
robolectric__robolectric,Emu_Community,2021-10-16T16:31:41+08:00,2021-10-16T17:32:11+08:00,0
robolectric__robolectric,Emu_Community+GMD,2021-10-16T17:32:11+08:00,2022-06-12T14:43:56+08:00,0
robolectric__robolectric,Emu_Community,2022-06-12T14:43:56+08:00,2025-08-10T23:59:59+00:00,0
RocketChat__Rocket.Chat.ReactNative,Emu_Custom,2021-04-05T17:34:53+05:30,2023-03-07T09:28:51-03:00,0
RocketChat__Rocket.Chat.ReactNative,Emu_Community,2023-03-07T09:28:51-03:00,2025-08-10T23:59:59+00:00,1
ronaldsmartin__Material-ViewPagerIndicator,Emu_Custom,2016-10-13T10:05:44-07:00,2025-08-10T23:59:59+00:00,0
RoRoche__AndroidStarter,Emu_Custom,2016-10-11T14:01:25+02:00,2025-08-10T23:59:59+00:00,0
rosuH__EasyWatermark,GMD,2022-12-18T12:04:37+08:00,2025-08-10T23:59:59+00:00,0
rozPierog__Cofi,Emu_Community,2021-01-14T21:34:55+01:00,2025-08-10T23:59:59+00:00,0
rtoshiro__FullscreenVideoView,Emu_Custom,2016-02-02T10:22:13-02:00,2025-08-10T23:59:59+00:00,0
ruffle-rs__ruffle-android,GMD,2024-03-26T18:34:10+01:00,2024-03-26T18:34:10+01:00,0
ruffle-rs__ruffle-android,Emu_Community,2024-03-26T18:34:10+01:00,2025-08-10T23:59:59+00:00,0
sakusaku3939__DeepLAndroid,Emu_Community,2025-07-13T19:47:35+09:00,2025-08-10T23:59:59+00:00,0
salvadordeveloper__flutter-crypto-app,Emu_Community,2021-05-27T15:59:34-06:00,2025-08-10T23:59:59+00:00,0
Samsung__escargot,Emu_Community,2023-01-27T16:45:25+09:00,2025-08-10T23:59:59+00:00,0
sangcomz__FishBun,Emu_Custom,2016-10-23T11:41:39+09:00,2020-12-06T23:26:12+09:00,0
sangcomz__FishBun,Emu_Community,2020-12-06T23:26:12+09:00,2025-08-10T23:59:59+00:00,0
scribe-org__Scribe-Android,Emu_Community,2025-06-15T00:40:05+02:00,2025-08-10T23:59:59+00:00,0
SecUSo__privacy-friendly-notes,Emu_Community,2024-09-05T15:27:43+02:00,2025-08-10T23:59:59+00:00,0
SecUSo__privacy-friendly-pedometer,Emu_Community,2024-02-03T10:29:29+01:00,2025-08-10T23:59:59+00:00,0
SecUSo__privacy-friendly-todo-list,Emu_Community,2024-02-16T18:30:02+01:00,2025-08-10T23:59:59+00:00,0
seedvault-app__seedvault,Emu_Custom,2023-09-14T17:33:30+00:00,2023-10-09T00:01:26+05:30,0
seedvault-app__seedvault,Emu_Community,2023-10-09T00:01:26+05:30,2023-10-17T21:24:38-04:00,0
seedvault-app__seedvault,Emu_Custom,2023-10-17T21:24:38-04:00,2025-08-10T23:59:59+00:00,0
segler-alex__RadioDroid,Emu_Custom,2016-06-26T13:10:36+02:00,2020-06-28T12:14:56+02:00,0
segler-alex__RadioDroid,Emu_Community,2020-06-28T12:14:56+02:00,2025-08-10T23:59:59+00:00,0
sellmair__kompass,Emu_Custom,2018-08-11T01:09:11+02:00,2025-08-10T23:59:59+00:00,0
servo__surfman,Emu_Community,2025-02-03T18:08:14+00:00,2025-08-10T23:59:59+00:00,0
SharezoneApp__sharezone-app,Emu_Community,2023-02-24T10:24:27+00:00,2023-07-01T15:11:11+00:00,0
SharezoneApp__sharezone-app,Emu_Custom,2023-07-01T15:11:11+00:00,2023-08-18T08:37:49+00:00,0
SharezoneApp__sharezone-app,ThirdParty,2023-08-18T08:37:49+00:00,2025-08-10T23:59:59+00:00,0
simonnorberg__dmach,Emu_Custom,2014-12-18T20:43:14+01:00,2024-03-28T13:53:25+01:00,0
simonnorberg__dmach,Emu_Community,2024-03-28T13:53:25+01:00,2025-08-10T23:59:59+00:00,0
simpledotorg__simple-android,Emu_Community,2020-04-30T03:47:58+00:00,2025-08-10T23:59:59+00:00,0
sky-map-team__stardroid,Emu_Custom,2016-04-11T17:47:14-04:00,2021-09-26T14:55:20-04:00,0
sky-map-team__stardroid,Emu_Community,2021-09-26T14:55:20-04:00,2025-08-10T23:59:59+00:00,0
slackhq__circuit,Emu_Community,2022-09-06T20:00:26-04:00,2023-12-21T04:22:32+00:00,0
slackhq__circuit,Emu_Community+ThirdParty,2023-12-21T04:22:32+00:00,2025-08-10T23:59:59+00:00,0
smartdevicelink__sdl_java_suite,Emu_Custom,2017-03-28T16:25:53-04:00,2020-01-14T14:42:44-05:00,0
smartdevicelink__sdl_java_suite,Emu_Community,2020-01-14T14:42:44-05:00,2025-08-10T23:59:59+00:00,0
softartdev__NoteDelight,Emu_Community,2020-06-28T07:56:43+05:00,2025-08-10T23:59:59+00:00,0
software-mansion__react-native-screens,Emu_Community,2021-09-21T07:15:56+02:00,2025-08-10T23:59:59+00:00,0
sopt-makers__sopt-android,GMD,2025-07-12T00:31:54+09:00,2025-08-10T23:59:59+00:00,0
spacecowboy__Feeder,GMD,2022-09-18T10:17:21+02:00,2022-12-17T14:13:49+01:00,0
spacecowboy__Feeder,Emu_Community+GMD,2022-12-17T14:13:49+01:00,2023-03-08T09:13:01+01:00,0
spacecowboy__Feeder,GMD,2023-03-08T09:13:01+01:00,2023-12-22T01:14:27+01:00,0
spacecowboy__Feeder,Emu_Community+GMD,2023-12-22T01:14:27+01:00,2023-12-22T02:13:15+01:00,0
spacecowboy__Feeder,GMD,2023-12-22T02:13:15+01:00,2023-12-22T10:18:36+01:00,0
spacecowboy__Feeder,Emu_Community+GMD,2023-12-22T10:18:36+01:00,2024-01-04T22:50:33+01:00,0
spacecowboy__Feeder,GMD,2024-01-04T22:50:33+01:00,2025-01-25T12:06:09+01:00,0
spacecowboy__Feeder,Emu_Community+GMD,2025-01-25T12:06:09+01:00,2025-08-10T23:59:59+00:00,0
spacecowboy__NotePad,Emu_Custom,2014-01-18T15:45:28+01:00,2022-11-03T08:49:41+01:00,0
spacecowboy__NotePad,Emu_Community,2022-11-03T08:49:41+01:00,2025-08-10T23:59:59+00:00,0
Spikeysanju__Wiggles,Emu_Community,2021-02-27T13:27:51+05:30,2025-08-10T23:59:59+00:00,0
splitwise__TokenAutoComplete,Emu_Custom,2017-10-25T11:57:27-04:00,2020-08-02T19:56:43-04:00,0
splitwise__TokenAutoComplete,Emu_Custom+ThirdParty,2020-08-02T19:56:43-04:00,2025-08-10T23:59:59+00:00,0
sqldelight__sqldelight,Emu_Custom,2016-09-19T13:41:33-04:00,2020-01-14T11:03:52-05:00,0
sqldelight__sqldelight,Emu_Community,2020-01-14T11:03:52-05:00,2020-01-17T17:50:10-05:00,0
sqldelight__sqldelight,Emu_Custom,2020-01-17T17:50:10-05:00,2020-01-17T20:37:42-05:00,0
sqldelight__sqldelight,Emu_Community,2020-01-17T20:37:42-05:00,2025-08-10T23:59:59+00:00,0
square__curtains,Emu_Community,2021-02-01T13:29:07-08:00,2025-08-10T23:59:59+00:00,0
square__cycler,Emu_Community,2020-08-19T15:20:39-07:00,2025-08-10T23:59:59+00:00,0
square__leakcanary,Emu_Community,2020-12-09T10:31:35+01:00,2025-08-10T23:59:59+00:00,0
square__okhttp,Emu_Community,2021-04-25T15:54:19+01:00,2025-08-10T23:59:59+00:00,0
square__papa,Emu_Community,2021-09-17T15:18:06-07:00,2025-08-10T23:59:59+00:00,0
square__wire,Emu_Community,2024-03-28T09:37:27-04:00,2025-08-10T23:59:59+00:00,0
StefanIlchev__ElementumService,Emu_Community,2024-09-22T17:20:03+03:00,2025-08-10T23:59:59+00:00,0
streetwriters__notesnook,Emu_Custom,2021-08-07T11:26:21+05:00,2024-11-11T19:25:56+05:00,0
streetwriters__notesnook,Emu_Community,2024-11-11T19:25:56+05:00,2025-08-10T23:59:59+00:00,0
Stuart-campbell__RushOrm,Emu_Custom,2016-06-28T19:35:41+01:00,2025-08-10T23:59:59+00:00,0
SwissCovid__swisscovid-app-android,Emu_Community,2020-06-14T19:16:44+02:00,2025-08-10T23:59:59+00:00,0
synonymdev__bitkit,Emu_Community,2024-06-17T18:34:08+01:00,2025-08-10T23:59:59+00:00,0
syrjs__core,Emu_Custom,2017-12-29T16:05:30-08:00,2025-08-10T23:59:59+00:00,0
t895__DNSNet,Emu_Community,2025-03-18T16:34:26-04:00,2025-08-10T23:59:59+00:00,0
takahirom__PreLollipopTransition,Emu_Custom,2015-10-03T23:45:54+09:00,2025-08-10T23:59:59+00:00,0
talenguyen__PrettyBundle,Emu_Custom,2015-02-25T10:36:10+07:00,2025-08-10T23:59:59+00:00,0
tasks__tasks,Emu_Custom,2013-10-16T18:48:56-05:00,2021-01-20T15:49:04-06:00,0
tasks__tasks,Emu_Community,2021-01-20T15:49:04-06:00,2024-03-13T23:52:33-05:00,0
tasks__tasks,GMD,2024-03-13T23:52:33-05:00,2024-03-16T11:35:44-05:00,0
tasks__tasks,Emu_Community+GMD,2024-03-16T11:35:44-05:00,2024-04-21T01:18:26-05:00,0
tasks__tasks,Emu_Community,2024-04-21T01:18:26-05:00,2024-04-21T01:21:20-05:00,0
tasks__tasks,Emu_Community+GMD,2024-04-21T01:21:20-05:00,2025-08-10T23:59:59+00:00,0
TeamAmaze__AmazeFileManager,Emu_Community,2022-01-30T16:09:48-03:00,2025-08-10T23:59:59+00:00,0
TeamNewPipe__NewPipe,Emu_Custom,2015-12-01T21:31:10+01:00,2021-03-29T10:18:12+02:00,0
TeamNewPipe__NewPipe,Emu_Community,2021-03-29T10:18:12+02:00,2025-08-10T23:59:59+00:00,0
TechbeeAT__jtxBoard,Emu_Custom,2021-06-07T21:13:16+00:00,2023-01-10T23:08:32+01:00,0
TechbeeAT__jtxBoard,Emu_Custom+GMD,2023-01-10T23:08:32+01:00,2023-06-13T10:43:48+02:00,0
TechbeeAT__jtxBoard,Emu_Community+GMD,2023-06-13T10:43:48+02:00,2023-12-09T12:47:29+01:00,0
TechbeeAT__jtxBoard,Emu_Custom+GMD,2023-12-09T12:47:29+01:00,2023-12-11T22:54:53+01:00,0
TechbeeAT__jtxBoard,Emu_Community+GMD,2023-12-11T22:54:53+01:00,2024-05-31T22:37:40+02:00,0
TechbeeAT__jtxBoard,Emu_Community,2024-05-31T22:37:40+02:00,2024-06-02T08:50:45+02:00,0
TechbeeAT__jtxBoard,Emu_Community+GMD,2024-06-02T08:50:45+02:00,2024-06-05T22:02:19+02:00,0
TechbeeAT__jtxBoard,Emu_Community,2024-06-05T22:02:19+02:00,2025-08-10T23:59:59+00:00,0
tfcporciuncula__flow-preferences,Emu_Community,2020-01-04T16:24:11+01:00,2025-08-10T23:59:59+00:00,0
tfcporciuncula__phonemoji,Emu_Community,2020-08-14T16:29:32+02:00,2025-08-10T23:59:59+00:00,0
TharunBalaji2004__android-ci-cd,Emu_Community,2023-06-27T14:34:59+05:30,2025-08-10T23:59:59+00:00,0
thevindu-w__clip_share_client,Emu_Community,2024-03-02T21:54:51+05:30,2025-08-10T23:59:59+00:00,0
thiagokimo__Faker,Emu_Custom,2015-08-26T01:30:16+01:00,2025-08-10T23:59:59+00:00,0
ThibaultBee__srtdroid,Emu_Community,2022-06-19T16:06:05+02:00,2025-08-10T23:59:59+00:00,0
thunderbiscuit__padawan-wallet,Emu_Community,2022-04-08T09:28:30-04:00,2025-08-10T23:59:59+00:00,0
thyrlian__AwesomeValidation,Emu_Custom,2015-03-04T22:03:56+01:00,2020-08-31T21:44:13+02:00,0
thyrlian__AwesomeValidation,Emu_Community,2020-08-31T21:44:13+02:00,2025-08-10T23:59:59+00:00,0
Tommy-Geenexus__exif-eraser,Emu_Community,2021-01-04T10:57:56+01:00,2025-08-10T23:59:59+00:00,0
TomRoush__PdfBox-Android,Emu_Custom,2017-04-20T18:48:44-05:00,2021-07-05T12:55:16-05:00,0
TomRoush__PdfBox-Android,Emu_Community,2021-07-05T12:55:16-05:00,2025-08-10T23:59:59+00:00,0
tonilopezmr__Game-of-Thrones,Emu_Custom,2016-05-14T18:57:58+02:00,2025-08-10T23:59:59+00:00,0
tripadvisor__android-clockseekbar,Emu_Custom,2014-08-04T16:21:23-04:00,2025-08-10T23:59:59+00:00,0
trynoice__android-app,Emu_Custom,2020-03-07T00:48:01+05:30,2020-05-29T23:51:23+05:30,0
trynoice__android-app,Emu_Community,2020-05-29T23:51:23+05:30,2025-08-10T23:59:59+00:00,0
TUBB__CalendarSelector,Emu_Custom,2016-07-21T15:06:54+08:00,2025-08-10T23:59:59+00:00,0
TwidereProject__TwidereX-Android,Emu_Community,2021-05-14T18:05:59+08:00,2025-08-10T23:59:59+00:00,0
twilio__twilio-voice-react-native,Emu_Community,2024-02-07T12:46:19-08:00,2025-08-10T23:59:59+00:00,0
twireapp__Twire,Emu_Community,2022-02-24T17:21:30-05:00,2025-08-10T23:59:59+00:00,0
uber__simple-store,Emu_Community,2020-06-10T14:55:17-07:00,2025-08-10T23:59:59+00:00,0
UriahShaulMandel__BaldPhone,Emu_Custom,2019-06-23T17:59:03+03:00,2020-01-04T13:30:15+02:00,0
UriahShaulMandel__BaldPhone,Emu_Community,2020-01-04T13:30:15+02:00,2020-01-04T13:35:15+02:00,0
UriahShaulMandel__BaldPhone,Emu_Custom,2020-01-04T13:35:15+02:00,2021-06-14T14:26:52+03:00,0
UriahShaulMandel__BaldPhone,Emu_Community,2021-06-14T14:26:52+03:00,2021-06-14T15:12:03+03:00,0
UriahShaulMandel__BaldPhone,Emu_Custom,2021-06-14T15:12:03+03:00,2021-06-14T15:47:22+03:00,0
UriahShaulMandel__BaldPhone,Emu_Community,2021-06-14T15:47:22+03:00,2021-06-14T18:22:22+03:00,0
UriahShaulMandel__BaldPhone,Emu_Custom,2021-06-14T18:22:22+03:00,2025-08-10T23:59:59+00:00,0
v2er-app__Android,Emu_Community,2025-07-09T01:19:53+08:00,2025-08-10T23:59:59+00:00,0
ValentinFunk__BrainPhaser,Emu_Custom,2016-06-29T11:51:39+02:00,2025-08-10T23:59:59+00:00,0
ValterKasper__space-app,GMD,2022-05-29T15:49:54+02:00,2025-08-10T23:59:59+00:00,0
vgaidarji__ci-matters,Emu_Custom,2016-11-19T12:48:53+02:00,2020-05-09T14:19:34+03:00,0
vgaidarji__ci-matters,Emu_Community,2020-05-09T14:19:34+03:00,2025-08-10T23:59:59+00:00,0
VictorAlbertos__BreadcrumbsView,Emu_Custom,2016-10-07T15:02:19+02:00,2025-08-10T23:59:59+00:00,0
VictorAlbertos__SwipeCoordinator,Emu_Custom,2016-10-22T14:16:55+02:00,2025-08-10T23:59:59+00:00,0
vitaviva__compose-weather,Emu_Community,2021-03-18T19:43:57+08:00,2025-08-10T23:59:59+00:00,0
vitaviva__CountdownTimer,Emu_Community,2021-03-05T11:02:14+08:00,2025-08-10T23:59:59+00:00,0
vmiklos__plees-tracker,Emu_Custom,2019-12-28T09:17:01+01:00,2020-11-20T19:50:55+01:00,0
vmiklos__plees-tracker,Emu_Community,2020-11-20T19:50:55+01:00,2025-08-10T23:59:59+00:00,0
voghDev__PdfViewPager,Emu_Custom,2016-10-25T19:07:46+02:00,2025-08-10T23:59:59+00:00,0
VREMSoftwareDevelopment__WiFiAnalyzer,ThirdParty,2025-03-31T22:19:20-04:00,2025-04-01T07:17:46-04:00,0
VREMSoftwareDevelopment__WiFiAnalyzer,Emu_Community+ThirdParty,2025-04-01T07:17:46-04:00,2025-04-01T08:11:15-04:00,0
